"_lat","_lon","access","amenity","armrest","backrest","bench","bin","bus","capacity","changeset","check_date","check_date:shelter","colour","condition","construction:amenity","construction:shelter_type","covered","departures_board","description","direction","fixme","gtfs_id","highway","id","leisure","lit","mapillary","material","name","network","network:wikidata","network:wikipedia","note","operator","passenger_information_display","playground","public_transport","ref","ref:MTA","ref:signed","route_ref","seating","seats","shelter","shelter_type","sport","support","surface","survey:date","tactile_paving","timestamp","two_sided","uid","user","version","wheelchair"
"40.6681512","-73.9055951",,,,,,,,,72606760,,,,,,,,,,,,,,"node/6643985939","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-07-24T14:44:16Z",,400262,"MSoslow",1,,
"40.6604023","-73.9635428",,,,,,,,,128228744,,,,,,,"no",,,,,,,"node/6644766757","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-10-29T22:24:11Z",,2456367,"hdevine825",2,,
"40.6604306","-73.9635397",,,,,,,,,128228744,,,,,,,"no",,,,,,,"node/6644766758","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-10-29T22:24:13Z",,2456367,"hdevine825",2,,
"40.6604169","-73.9635218",,,,,,,,,128228744,,,,,,,"no",,,,,,,"node/6644766761","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-10-29T22:24:15Z",,2456367,"hdevine825",2,,
"40.6604313","-73.9635018",,,,,,,,,128228744,,,,,,,"no",,,,,,,"node/6644766762","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-10-29T22:24:21Z",,2456367,"hdevine825",2,,
"40.6603886","-73.9635625",,,,,,,,,128228744,,,,,,,"no",,,,,,,"node/6644766766","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-10-29T22:24:17Z",,2456367,"hdevine825",2,,
"40.6604168","-73.9635602",,,,,,,,,128228744,,,,,,,"no",,,,,,,"node/6644766767","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-10-29T22:24:19Z",,2456367,"hdevine825",2,,
"40.6886691","-74.0167943",,,,,,,,,122343778,,,,,,,"no",,,,,,,"node/6647688815","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-06-13T21:12:34Z",,15541433,"paulbrunner",2,,
"40.6886253","-74.0168582",,,,,,,,,122343778,,,,,,,"no",,,,,,,"node/6647688816","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-06-13T21:12:33Z",,15541433,"paulbrunner",2,,
"40.6885967","-74.0167974",,,,,,,,,122343778,,,,,,,"no",,,,,,,"node/6647688817","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-06-13T21:12:32Z",,15541433,"paulbrunner",2,,
"40.6888864","-74.0169792",,,,,,,,,122343778,,,,,,,"no",,,,,,,"node/6647688818","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-06-13T21:12:25Z",,15541433,"paulbrunner",2,,
"40.6888864","-74.0168682",,,,,,,,,122343778,,,,,,,"no",,,,,,,"node/6647688819","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-06-13T21:12:28Z",,15541433,"paulbrunner",2,,
"40.6887807","-74.0168829",,,,,,,,,122343778,,,,,,,"no",,,,,,,"node/6647688820","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-06-13T21:12:29Z",,15541433,"paulbrunner",2,,
"40.6886177","-74.0167596",,,,,,,,,122343778,,,,,,,"no",,,,,,,"node/6647688821","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-06-13T21:12:32Z",,15541433,"paulbrunner",2,,
"40.6888291","-74.0169014",,,,,,,,,122343778,,,,,,,"no",,,,,,,"node/6647688822","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-06-13T21:12:31Z",,15541433,"paulbrunner",2,,
"40.6888169","-74.016933",,,,,,,,,122343778,,,,,,,"no",,,,,,,"node/6647688823","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-06-13T21:12:27Z",,15541433,"paulbrunner",2,,
"40.7692626","-73.9446598",,,,,,,,,72658403,,,,,,,,,,,,,,"node/6647688933","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-07-25T18:35:44Z",,400262,"MSoslow",1,,
"40.7692711","-73.9447269",,,,,,,,,72658403,,,,,,,,,,,,,,"node/6647688934","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-07-25T18:35:44Z",,400262,"MSoslow",1,,
"40.7690225","-73.9448712",,,,,,,,,72658403,,,,,,,,,,,,,,"node/6647688935","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-07-25T18:35:44Z",,400262,"MSoslow",1,,
"40.7689232","-73.9449566",,,,,,,,,72658403,,,,,,,,,,,,,,"node/6647688936","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-07-25T18:35:44Z",,400262,"MSoslow",1,,
"40.7690471","-73.9449729",,,,,,,,,72658403,,,,,,,,,,,,,,"node/6647688937","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-07-25T18:35:44Z",,400262,"MSoslow",1,,
"40.7691525","-73.9448529",,,,,,,,,72658403,,,,,,,,,,,,,,"node/6647688938","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-07-25T18:35:44Z",,400262,"MSoslow",1,,
"40.7692349","-73.9448956",,,,,,,,,72658403,,,,,,,,,,,,,,"node/6647688939","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-07-25T18:35:44Z",,400262,"MSoslow",1,,
"40.7447938","-74.0241078",,,,,,,,,73896024,,,,,,,,,,,,,,"node/6757769024","picnic_table",,,"metal",,,,,,,,,,,,,,,,,,,,,,,"2019-08-29T18:50:49Z",,10183030,"MapSpot",1,,
"40.7447929","-74.0240906",,,,,,,,,73896024,,,,,,,,,,,,,,"node/6757769025","picnic_table",,,"metal",,,,,,,,,,,,,,,,,,,,,,,"2019-08-29T18:50:49Z",,10183030,"MapSpot",1,,
"40.7448072","-74.0240991",,,,,,,,,73896024,,,,,,,,,,,,,,"node/6757769026","picnic_table",,,"metal",,,,,,,,,,,,,,,,,,,,,,,"2019-08-29T18:50:49Z",,10183030,"MapSpot",1,,
"40.7448059","-74.0240798",,,,,,,,,73896024,,,,,,,,,,,,,,"node/6757769027","picnic_table",,,"metal",,,,,,,,,,,,,,,,,,,,,,,"2019-08-29T18:50:49Z",,10183030,"MapSpot",1,,
"40.7447783","-74.0241148",,,,,,,,,73896024,,,,,,,,,,,,,,"node/6757769028","picnic_table",,,"metal",,,,,,,,,,,,,,,,,,,,,,,"2019-08-29T18:50:49Z",,10183030,"MapSpot",1,,
"40.7447648","-74.0241122",,,,,,,,,73896024,,,,,,,,,,,,,,"node/6757769029","picnic_table",,,"metal",,,,,,,,,,,,,,,,,,,,,,,"2019-08-29T18:50:49Z",,10183030,"MapSpot",1,,
"40.744759","-74.0240944",,,,,,,,,73896024,,,,,,,,,,,,,,"node/6757769030","picnic_table",,,"metal",,,,,,,,,,,,,,,,,,,,,,,"2019-08-29T18:50:49Z",,10183030,"MapSpot",1,,
"40.7447749","-74.0240973",,,,,,,,,73896024,,,,,,,,,,,,,,"node/6757769031","picnic_table",,,"metal",,,,,,,,,,,,,,,,,,,,,,,"2019-08-29T18:50:49Z",,10183030,"MapSpot",1,,
"40.6554757","-74.1290449",,,,,,,,,73957464,,,,,,,,,,,,,,"node/6762347497","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-08-31T20:33:36Z",,9275216,"eggthethrone",1,,
"40.6554706","-74.1290112",,,,,,,,,73957464,,,,,,,,,,,,,,"node/6762347498","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-08-31T20:33:36Z",,9275216,"eggthethrone",1,,
"40.6554378","-74.1290349",,,,,,,,,73957464,,,,,,,,,,,,,,"node/6762347499","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-08-31T20:33:36Z",,9275216,"eggthethrone",1,,
"40.655429","-74.1290883",,,,,,,,,73957464,,,,,,,,,,,,,,"node/6762347500","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-08-31T20:33:36Z",,9275216,"eggthethrone",1,,
"40.6554049","-74.1290605",,,,,,,,,73957464,,,,,,,,,,,,,,"node/6762347501","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-08-31T20:33:36Z",,9275216,"eggthethrone",1,,
"40.6554226","-74.1290055",,,,,,,,,73957464,,,,,,,,,,,,,,"node/6762347502","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-08-31T20:33:36Z",,9275216,"eggthethrone",1,,
"40.7468363","-74.0246865",,,,,"yes",,,,117542946,,,,,,,,,,,,,,"node/6770438540","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-02-18T01:07:01Z",,10183030,"MapSpot",2,,
"40.7419458","-74.032492",,,,,"yes",,,,74057567,,,,,,,,,,,,,,"node/6770506667","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2019-09-03T20:35:04Z",,10183030,"MapSpot",1,,
"40.7419566","-74.0325276",,,,,"yes",,,,74057567,,,,,,,,,,,,,,"node/6770506668","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2019-09-03T20:35:04Z",,10183030,"MapSpot",1,,
"40.7417286","-74.0274474",,,,,"yes",,,,74506377,,,,,,,,,,,,,,"node/6797504921","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-09-15T20:51:47Z",,10183030,"MapSpot",1,,
"40.7417395","-74.0274115",,,,,"yes",,,,74506377,,,,,,,,,,,,,,"node/6797504922","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-09-15T20:51:47Z",,10183030,"MapSpot",1,,
"40.7417069","-74.0274295",,,,,"yes",,,,74506377,,,,,,,,,,,,,,"node/6797504923","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-09-15T20:51:47Z",,10183030,"MapSpot",1,,
"40.7417194","-74.0274015",,,,,"yes",,,,74506377,,,,,,,,,,,,,,"node/6797504924","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-09-15T20:51:47Z",,10183030,"MapSpot",1,,
"40.7417433","-74.0272981",,,,,"yes",,,,74506377,,,,,,,,,,,,,,"node/6797504925","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-09-15T20:51:47Z",,10183030,"MapSpot",1,,
"40.7704982","-73.9957106",,,,,,,,,76528287,,,,,,,,,,,,,,"node/6939251408","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-11-02T13:42:44Z",,9883637,"brandonbds",1,,
"40.7703986","-73.995784",,,,,,,,,76528287,,,,,,,,,,,,,,"node/6939251409","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-11-02T13:42:44Z",,9883637,"brandonbds",1,,
"40.7704711","-73.9957228",,,,,,,,,76528287,,,,,,,,,,,,,,"node/6939251413","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-11-02T13:42:44Z",,9883637,"brandonbds",1,,
"40.7704184","-73.9957614",,,,,,,,,76528287,,,,,,,,,,,,,,"node/6939251417","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-11-02T13:42:44Z",,9883637,"brandonbds",1,,
"40.7482024","-74.0252365",,,,,"yes",,,,78646550,,,,,,,,,,,,,,"node/7070053098","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2019-12-19T16:12:12Z",,10183030,"MapSpot",1,,
"40.7931425","-73.9489643",,,,,,,,,78744769,,,,,,,"no",,,,,,,"node/7078493298","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2019-12-22T21:31:10Z",,6457180,"promiseofbirth",1,,
"40.7439579","-74.0256373",,,,,"yes",,,,117540156,,,,,,,,,,,,,,"node/7257051351","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-02-17T22:16:42Z",,10183030,"MapSpot",2,,
"40.7519853","-74.0307923",,,,,"yes",,,,81914583,,,,,,,,,,,,,,"node/7276098998","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-03-08T04:42:39Z",,10183030,"MapSpot",1,,
"40.7519757","-74.0307332",,,,,"yes",,,,81914583,,,,,,,,,,,,,,"node/7276098999","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-03-08T04:42:39Z",,10183030,"MapSpot",1,,
"40.7409547","-74.0368344",,,,,"yes",,,,82374351,,,,,,,,,,,,,,"node/7308284768","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2020-03-19T05:43:59Z",,10183030,"MapSpot",1,,
"40.6433366","-73.8740998",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540396377","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.6433377","-73.8740556",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540396378","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.6433438","-73.8740113",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540396379","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.6433427","-73.8739644",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540396380","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.640819","-73.8743761",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540397785","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.6408506","-73.8743131",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540397786","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.6408496","-73.8742634",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540397787","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.6393017","-73.8755361",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540397797","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.6392885","-73.8755992",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540397798","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.6392885","-73.8756756",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540397799","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.6392997","-73.8757655",,,,,,,,,85485815,,,,,,,,,,,,,,"node/7540397800","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:32:45Z",,238370,"BlaueBlüte",1,,
"40.6390953","-73.8773425",,,,,,,,,85486788,,,,,,,,,,,,,,"node/7540431481","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:49:29Z",,238370,"BlaueBlüte",1,,
"40.6390689","-73.8773211",,,,,,,,,85486788,,,,,,,,,,,,,,"node/7540431482","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-20T08:49:29Z",,238370,"BlaueBlüte",1,,
"40.7718123","-73.9863335",,"shelter",,,,,,,105058896,,,,,,,,,,,,,,"node/7633560765","picnic_table",,,,,,,,,,,,,,,,,,,,"picnic_shelter",,,,,,"2021-05-21T04:01:18Z",,9883637,"brandonbds",3,,
"40.7717554","-73.9861785",,,,,,,,,119003238,,,,,,,,,,,,,,"node/7633560766","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-03-28T05:04:51Z",,384667,"MxxCon",3,,
"40.7716942","-73.9864227",,"shelter",,,,,,,105058896,,,,,,,,,,,,,,"node/7633560767","picnic_table",,,,,,,,,,,,,,,,,,,,"picnic_shelter",,,,,,"2021-05-21T04:01:18Z",,9883637,"brandonbds",3,,
"40.7717676","-73.9863785",,"shelter",,,,,,,105058896,,,,,,,,,,,,,,"node/7633560771","picnic_table",,,,,,,,,,,,,,,,,,,,"picnic_shelter",,,,,,"2021-05-21T04:01:18Z",,9883637,"brandonbds",3,,
"40.7716259","-73.9862558",,"shelter",,,,,,,111694231,,,,,,,,,,,,,,"node/7633560772","picnic_table",,,,,,,,,,,,,,,,,,,,"picnic_shelter",,,,,,"2021-09-25T16:17:21Z",,9883637,"brandonbds",4,,
"40.7668753","-74.0180933",,,,,,,,,88511310,,,,,,,,,,,,,,"node/7748277733","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-07-26T05:37:26Z",,9883637,"brandonbds",1,,
"40.7668599","-74.0180455",,,,,,,,,88511310,,,,,,,,,,,,,,"node/7748277734","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-07-26T05:37:26Z",,9883637,"brandonbds",1,,
"40.7637401","-74.0186703",,,,,,,,,151515103,,,,,"shelter","cabana",,,,,,,,"node/7748277898","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-18T23:40:34Z",,9883637,"brandonbds",2,,
"40.7637152","-74.0186915",,,,,,,,,151515103,,,,,"shelter","cabana",,,,,,,,"node/7748277899","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-18T23:40:34Z",,9883637,"brandonbds",2,,
"40.7637247","-74.0186311",,,,,,,,,151515103,,,,,"shelter","cabana",,,,,,,,"node/7748277900","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-18T23:40:34Z",,9883637,"brandonbds",2,,
"40.7636875","-74.0185549",,,,,,,,,151515103,,,,,"shelter","cabana",,,,,,,,"node/7748277901","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-18T23:40:34Z",,9883637,"brandonbds",2,,
"40.7636975","-74.0186542",,,,,,,,,151515103,,,,,"shelter","cabana",,,,,,,,"node/7748277902","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-18T23:40:34Z",,9883637,"brandonbds",2,,
"40.7637056","-74.0185894",,,,,,,,,151515103,,,,,"shelter","cabana",,,,,,,,"node/7748277903","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-18T23:40:34Z",,9883637,"brandonbds",2,,
"40.7640592","-74.0193487",,,,,,,,,151515103,,,,,"shelter","cabana",,,,,,,,"node/7748277904","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-18T23:40:34Z",,9883637,"brandonbds",2,,
"40.7640852","-74.019318",,,,,,,,,151515103,,,,,"shelter","cabana",,,,,,,,"node/7748277905","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-18T23:40:34Z",,9883637,"brandonbds",2,,
"40.7640532","-74.0192966",,,,,,,,,151515103,,,,,"shelter","cabana",,,,,,,,"node/7748277906","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-18T23:40:34Z",,9883637,"brandonbds",2,,
"40.763466","-74.0205808",,,,,"no",,,,115816301,,,,,,,,,,,,,,"node/7748277957","picnic_table","yes",,"metal",,,,,,,,,,,,,,,,,,,,,"2021-12-31",,"2022-01-05T23:38:15Z",,8665079,"piopio304",2,,
"40.7633266","-74.020453",,,,,"no",,,,115816301,,,,,,,,,,,,,,"node/7748277958","picnic_table","yes",,"metal",,,,,,,,,,,,,,,,,,,,,"2021-12-31",,"2022-01-05T23:38:16Z",,8665079,"piopio304",2,,
"40.7632782","-74.0204537",,,,,"no",,,,115816301,,,,,,,,,,,,,,"node/7748277959","picnic_table","yes",,"metal",,,,,,,,,,,,,,,,,,,,,"2021-12-31",,"2022-01-05T23:38:17Z",,8665079,"piopio304",2,,
"40.7485567","-73.8255837",,,,,"yes",,,,142331896,,,,,,,"no",,,,,,,"node/7810416213","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2023-10-09T05:35:16Z",,1926829,"yoasif",3,,
"40.7485296","-73.8255916",,,,,"yes",,,,142331896,,,,,,,"no",,,,,,,"node/7810416214","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2023-10-09T05:35:16Z",,1926829,"yoasif",3,,
"40.7485003","-73.8256036",,,,,"yes",,,,142331896,,,,,,,"no",,,,,,,"node/7810416215","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2023-10-09T05:35:16Z",,1926829,"yoasif",3,,
"40.748453","-73.8253815",,,,,"yes",,,,142331896,,,,,,,"no",,,,,,,"node/7810416232","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2023-10-09T05:35:16Z",,1926829,"yoasif",3,,
"40.7484767","-73.8253721",,,,,"yes",,,,142331896,,,,,,,"no",,,,,,,"node/7810416233","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2023-10-09T05:35:16Z",,1926829,"yoasif",3,,
"40.74851","-73.8253616",,,,,"yes",,,,142331896,,,,,,,"no",,,,,,,"node/7810416234","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2023-10-09T05:35:16Z",,1926829,"yoasif",3,,
"40.7483484","-73.825312",,,,,"yes",,,,115729492,,,,,,,"no",,,,,,,"node/7810416235","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-01-03T21:36:47Z",,13722501,"Fwankii",2,,
"40.7483884","-73.8253356",,,,,"yes",,,,115729492,,,,,,,"no",,,,,,,"node/7810416236","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-01-03T21:36:34Z",,13722501,"Fwankii",2,,
"40.7483518","-73.8253769",,,,,"yes",,,,89365593,,,,,,,,,,,,,,"node/7810416237","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2020-08-13T15:55:11Z",,5156387,"zhik",1,,
"40.7584138","-73.8252358",,,,,,,,,125462181,,,,,,,,,,,,,,"node/7814024436","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-08-28T03:05:09Z",,5156387,"zhik",2,,
"40.7584248","-73.8251985",,,,,,,,,125462181,,,,,,,,,,,,,,"node/7814024437","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-08-28T03:05:09Z",,5156387,"zhik",2,,
"40.7584336","-73.8251627",,,,,,,,,125462181,,,,,,,,,,,,,,"node/7814024438","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-08-28T03:05:09Z",,5156387,"zhik",2,,
"40.758472","-73.8252399",,,,,,,,,125462181,,,,,,,,,,,,,,"node/7814024439","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-08-28T03:05:09Z",,5156387,"zhik",2,,
"40.7584805","-73.8252004",,,,,,,,,125462181,,,,,,,,,,,,,,"node/7814024440","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2022-08-28T03:05:09Z",,5156387,"zhik",2,,
"40.7552014","-73.9563226",,,,,,,,,91836817,,,,,,,,,,,,,,"node/7964143162","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-10-01T16:17:13Z",,1954307,"daniel_solow",1,,
"40.7059985","-73.9348592",,,,,,,,,139107336,,,,,,,,,,,,,,"node/8071985695","picnic_table",,,"concrete",,,,,,,,,,,,,,,,,,"chess",,,,,"2023-07-27T21:01:43Z",,19856158,"janedoe1999",3,,
"40.7059891","-73.9350163",,,,,,,,,139107336,,,,,,,,,,,,,,"node/8071985697","picnic_table",,,"concrete",,,,,,,,,,,,,,,,,,"chess",,,,,"2023-07-27T21:01:43Z",,19856158,"janedoe1999",3,,
"40.7060049","-73.9348007",,,,,,,,,139107336,,,,,,,,,,,,,,"node/8071985710","picnic_table",,,"concrete",,,,,,,,,,,,,,,,,,"chess",,,,,"2023-07-27T21:01:43Z",,19856158,"janedoe1999",3,,
"40.7059975","-73.9349284",,,,,,,,,139107336,,,,,,,,,,,,,,"node/8071985712","picnic_table",,,"concrete",,,,,,,,,,,,,,,,,,"chess",,,,,"2023-07-27T21:01:43Z",,19856158,"janedoe1999",3,,
"40.6706596","-73.9938195",,,,,,,,,95379549,,,,,,,,,,,,,,"node/8132522681","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2020-12-06T20:06:40Z",,4400159,"jmapb",2,,
"40.6706863","-73.993803",,,,,,,,,95379549,,,,,,,,,,,,,,"node/8132522682","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2020-12-06T20:06:40Z",,4400159,"jmapb",2,,
"40.6707411","-73.9938108",,,,,,,,,95379549,,,,,,,,,,,,,,"node/8132522683","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2020-12-06T20:06:40Z",,4400159,"jmapb",2,,
"40.670769","-73.9938258",,,,,,,,,95379549,,,,,,,,,,,,,,"node/8132522684","picnic_table",,,,,,,,,,,,,,,,,,,,,"chess",,,,,"2020-12-06T20:06:40Z",,4400159,"jmapb",2,,
"40.7442986","-73.8870041",,,,,"yes",,,,134461028,,,,,,,,,,,,,,"node/8219737907","picnic_table",,,"concrete",,,,,,,,,,,,,,,,,,"chess",,,,,"2023-04-03T15:56:10Z",,3781248,"matheusgomesms",3,,
"40.7553195","-73.9565541",,,,,,,,,96498471,,,,,,,,,,,,,,"node/8265113419","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-12-27T20:58:16Z",,11697944,"kguenther24",1,,
"40.6800196","-73.9850155",,,,,,,,,96544878,,,,,,,,,,,,,,"node/8265174298","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-12-28T15:15:38Z",,4400159,"jmapb",2,,
"40.6799568","-73.9847325",,,,,,,,,96544878,,,,,,,,,,,,,,"node/8265174299","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-12-28T15:15:38Z",,4400159,"jmapb",2,,
"40.6799398","-73.9847924",,,,,,,,,96544878,,,,,,,,,,,,,,"node/8265174300","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-12-28T15:15:38Z",,4400159,"jmapb",2,,
"40.6799274","-73.9849562",,,,,,,,,96544878,,,,,,,,,,,,,,"node/8265174302","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-12-28T15:15:38Z",,4400159,"jmapb",2,,
"40.6800174","-73.984781",,,,,,,,,96544878,,,,,,,,,,,,,,"node/8265174303","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-12-28T15:15:38Z",,4400159,"jmapb",2,"yes",
"40.6798416","-73.9847177",,,,,,,,,96544878,,,,,,,,,,,,,,"node/8265174304","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-12-28T15:15:38Z",,4400159,"jmapb",2,,
"40.6799763","-73.9848184",,,,,,,,,96544878,,,,,,,,,,,,,,"node/8265174305","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-12-28T15:15:38Z",,4400159,"jmapb",2,,
"40.7490839","-73.821931",,,,,,,,,96628042,,,,,,,,,,,,,,"node/8272370594","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-12-29T22:49:20Z",,5156387,"zhik",1,,
"40.7490998","-73.8218951",,,,,,,,,96628042,,,,,,,,,,,,,,"node/8272370595","picnic_table",,,,,,,,,,,,,,,,,,,,,,,,,,"2020-12-29T22:49:20Z",,5156387,"zhik",1,,
