"_lat","_lon","access","amenity","armrest","backrest","bench","bin","bus","capacity","changeset","check_date:shelter","colour","covered","departures_board","direction","gtfs_id","highway","id","layer","leisure","lit","mapillary","material","name","network","network:wikidata","network:wikipedia","note","operator","passenger_information_display","public_transport","ref","ref:MTA","ref:signed","route_ref","seats","shelter","source","sport","support","surface","survey:date","tactile_paving","timestamp","two_sided","uid","user","version","wheelchair"
"40.7113053","-74.0134672",,"bench",,"no",,,,,107449038,,,,,,,,"node/8895418178",,,,,"stone",,,,,,,,,,,,,,,,,,,,,"2021-07-05T15:47:18Z",,384667,"MxxCon",1,,
"40.7111771","-74.0135983",,"bench",,"no",,,,,107449038,,,,,,,,"node/8895418179",,,,,"stone",,,,,,,,,,,,,,,,,,,,,"2021-07-05T15:47:18Z",,384667,"MxxCon",1,,
"40.7111698","-74.0135785",,"bench",,"no",,,,,107449038,,,,,,,,"node/8895418180",,,,,"stone",,,,,,,,,,,,,,,,,,,,,"2021-07-05T15:47:18Z",,384667,"MxxCon",1,,
"40.7111628","-74.0135598",,"bench",,"no",,,,,107449038,,,,,,,,"node/8895418181",,,,,"stone",,,,,,,,,,,,,,,,,,,,,"2021-07-05T15:47:18Z",,384667,"MxxCon",1,,
"40.7143492","-73.9886733",,"bench",,,,,,,111465679,,,,,,,,"node/9108914275",,,,,"stone",,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7145378","-73.9887042",,"bench",,,,,,,111465679,,,,,,,,"node/9108914276",,,,,"stone",,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7143731","-73.9888017",,"bench",,,,,,,111465679,,,,,,,,"node/9108914277",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7143945","-73.9888215",,"bench",,,,,,,111465679,,,,,,,,"node/9108914278",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7144572","-73.9888309",,"bench",,,,,,,111465679,,,,,,,,"node/9108914279",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7144829","-73.9888158",,"bench",,,,,,,111465679,,,,,,,,"node/9108914280",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7144692","-73.9892242",,"bench",,,,,,,111465679,,,,,,,,"node/9108914281",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7144882","-73.9891984",,"bench",,,,,,,111465679,,,,,,,,"node/9108914282",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7144692","-73.9889533",,"bench",,,,,,,111465679,,,,,,,,"node/9108914283",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7144549","-73.9889164",,"bench",,,,,,,111465679,,,,,,,,"node/9108914284",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7143304","-73.9888785",,"bench",,,,,,,111465679,,,,,,,,"node/9108914285",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7143091","-73.9888812",,"bench",,,,,,,111465679,,,,,,,,"node/9108914286",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7142892","-73.9889127",,"bench",,,,,,,111465679,,,,,,,,"node/9108914287",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7142867","-73.9889332",,"bench",,,,,,,111465679,,,,,,,,"node/9108914288",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7142905","-73.9890622",,"bench",,,,,,,111465679,,,,,,,,"node/9108914289",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7142839","-73.9890927",,"bench",,,,,,,111465679,,,,,,,,"node/9108914290",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7142819","-73.9891367",,"bench",,,,,,,111465679,,,,,,,,"node/9108914291",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7142882","-73.9891568",,"bench",,,,,,,111465679,,,,,,,,"node/9108914292",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7142895","-73.9892718",,"bench",,,,,,,111465679,,,,,,,,"node/9108914293",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7142951","-73.9892936",,"bench",,,,,,,111465679,,,,,,,,"node/9108914294",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7143187","-73.9893167",,"bench",,,,,,,111465679,,,,,,,,"node/9108914296",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7143411","-73.9893103",,"bench",,,,,,,111465679,,,,,,,,"node/9108914297",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:19:52Z",,5156387,"zhik",1,,
"40.7148778","-73.989311",,"bench",,,,,,,111466228,,,,,,,,"node/9108951116",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:38:22Z",,5156387,"zhik",1,,
"40.7147276","-73.9893995",,"bench",,,,,,,111466228,,,,,,,,"node/9108990321",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:38:22Z",,5156387,"zhik",1,,
"40.7147411","-73.9893576",,"bench",,,,,,,111466228,,,,,,,,"node/9108990322",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:38:22Z",,5156387,"zhik",1,,
"40.7148491","-73.989302",,"bench",,,,,,,111466228,,,,,,,,"node/9108990323",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:38:22Z",,5156387,"zhik",1,,
"40.7149129","-73.9893372",,"bench",,,,,,,111466228,,,,,,,,"node/9108990324",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:38:22Z",,5156387,"zhik",1,,
"40.7149495","-73.9894089",,"bench",,,,,,,111466228,,,,,,,,"node/9108990325",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:38:22Z",,5156387,"zhik",1,,
"40.7149421","-73.9894998",,"bench",,,,,,,119477650,,,,,,,,"node/9108990326",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-04-08T16:29:29Z",,5156387,"zhik",2,,
"40.7149286","-73.9895524",,"bench",,,,,,,111466228,,,,,,,,"node/9108990327",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:38:22Z",,5156387,"zhik",1,,
"40.7149073","-73.9895886",,"bench",,,,,,,111466228,,,,,,,,"node/9108990328",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:38:22Z",,5156387,"zhik",1,,
"40.7148168","-73.9896114",,"bench",,,,,,,111466228,,,,,,,,"node/9108990329",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:38:22Z",,5156387,"zhik",1,,
"40.7147756","-73.9895777",,"bench",,,,,,,119477650,,,,,,,,"node/9108990330",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-04-08T16:29:29Z",,5156387,"zhik",2,,
"40.7147424","-73.989554",,"bench",,,,,,,119477650,,,,,,,,"node/9108990331",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-04-08T16:29:29Z",,5156387,"zhik",2,,
"40.7147162","-73.9894451",,"bench",,,,,,,111466228,,,,,,,,"node/9108990332",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-20T20:38:22Z",,5156387,"zhik",1,,
"40.7235156","-73.9808704",,"bench",,,,,,,111474255,,,,,,,,"node/9109841434",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-21T05:06:07Z",,5156387,"zhik",1,,
"40.7145264","-73.9997983",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779782",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7145241","-73.9998283",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779783",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7145211","-73.9998789",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779784",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7145194","-73.9999066",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779785",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7145159","-73.9999664",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779786",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.714514","-73.9999941",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779787",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7145114","-74.0000486",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779788",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7145103","-74.0000762",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779789",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7145077","-74.0001444",,"bench",,"yes",,,,,111570563,,,,,,,,"node/9115779790",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2021-09-23T04:59:11Z",,5156387,"zhik",1,,
"40.7145061","-74.0001699",,"bench",,"yes",,,,,111570563,,,,,,,,"node/9115779791",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2021-09-23T04:59:11Z",,5156387,"zhik",1,,
"40.7145012","-74.0002245",,"bench",,"yes",,,,,111570563,,,,,,,,"node/9115779792",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2021-09-23T04:59:11Z",,5156387,"zhik",1,,
"40.7145002","-74.0002479",,"bench",,"yes",,,,,111570563,,,,,,,,"node/9115779793",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2021-09-23T04:59:11Z",,5156387,"zhik",1,,
"40.7144241","-74.0002608",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779797",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7144035","-74.0002592",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779798",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7143011","-74.0000396",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115779814",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7142791","-73.9999943",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115784329",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7141997","-73.9996813",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115784341",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7141977","-73.9997234",,"bench",,"yes",,,,,146090017,,,,,,,,"node/9115784342",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2024-01-10T05:38:07Z",,11697944,"kguenther24",2,,
"40.7151026","-73.9892962",,"bench",,"yes",,,,,119477886,,,,,,,,"node/9196536667",,,,,"wood",,,,,,,,,,,,,"4",,,,,,,,"2022-04-08T16:35:26Z",,5156387,"zhik",2,,
"40.7108255","-74.0052722","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923401",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7108413","-74.0052579","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923402",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7108529","-74.0052455","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923403",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7108668","-74.0052307","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923404",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7108795","-74.0052193","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923405",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.710836","-74.0051272","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923410",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7108198","-74.0051421","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923411",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7109003","-74.0052178","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923412",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7107467","-74.0053488","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923413",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7107962","-74.0051459","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923414",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7108119","-74.0051503","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923415",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7107806","-74.0051732","yes","bench",,"yes",,,,,114942377,,"#b2a8ad",,,,,,"node/9338923416",,,,,"wood",,,,,,,,,,,,,"3",,,,,,,,"2021-12-14T23:01:57Z",,660273,"a_d_s",1,,
"40.7108584","-74.0051733","yes","bench",,"no",,,,,143995899,,"#9e9891",,,,,,"node/9338960525",,,,,"wood",,,,,,,,,,,,,"4",,,,,,,,"2023-11-14T06:03:14Z",,11697944,"kguenther24",2,,
"40.7108328","-74.0052086","yes","bench",,"no",,,,,143995899,,"#9e9891",,,,,,"node/9338960526",,,,,"wood",,,,,,,,,,,,,"4",,,,,,,,"2023-11-14T06:03:14Z",,11697944,"kguenther24",2,,
"40.7188819","-74.0067791","yes","bench",,"yes",,,,,143554938,,"#5f4c38",,,,,,"node/9342166626",,,,,"wood",,,,,,,,,,,,,"4",,,,,,,,"2023-11-03T02:18:18Z",,11697944,"kguenther24",2,,
"40.7133605","-74.0113128","yes","bench",,"no",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597774",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7133483","-74.0113442","yes","bench",,"yes",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597777",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7133109","-74.0112536","yes","bench",,"yes",,,,,115022381,,"#d8d4d2",,,,,,"node/9344597778",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2021-12-16T19:34:48Z",,660273,"a_d_s",1,,
"40.7133405","-74.0112745","yes","bench",,"no",,,,,115022381,,"#d8d4d2",,,,,,"node/9344597779",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2021-12-16T19:34:48Z",,660273,"a_d_s",1,,
"40.713301","-74.0113265","yes","bench",,"yes",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597780",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7132877","-74.0112877","yes","bench",,"yes",,,,,115022381,,"#d8d4d2",,,,,,"node/9344597783",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2021-12-16T19:34:48Z",,660273,"a_d_s",1,,
"40.7133757","-74.0114103","yes","bench",,"no",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597789",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7133852","-74.0113807","yes","bench",,"no",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597790",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7133496","-74.0113918","yes","bench",,"no",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597793",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7133986","-74.0114813","yes","bench",,"no",,,,,115022381,,"#d8d4d2",,,,,,"node/9344597794",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2021-12-16T19:34:48Z",,660273,"a_d_s",1,,
"40.7134038","-74.0114491","yes","bench",,"yes",,,,,115022381,,"#d8d4d2",,,,,,"node/9344597795",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2021-12-16T19:34:48Z",,660273,"a_d_s",1,,
"40.7133669","-74.01146","yes","bench",,"no",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597797",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.713361","-74.0115599","yes","bench",,"no",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597798",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7134018","-74.01155","yes","bench",,"yes",,,,,115022381,,"#d8d4d2",,,,,,"node/9344597800",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2021-12-16T19:34:48Z",,660273,"a_d_s",1,,
"40.7134311","-74.0115192","yes","bench",,"yes",,,,,115022381,,"#d8d4d2",,,,,,"node/9344597801",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2021-12-16T19:34:48Z",,660273,"a_d_s",1,,
"40.7130721","-74.0116146","yes","bench",,"no",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597805",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7130803","-74.0115746","yes","bench",,"no",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597806",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7130403","-74.0115869","yes","bench",,"no",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597807",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7130076","-74.0116326","yes","bench",,"no",,,,,130437280,,"#d8d4d2",,,,,,"node/9344597809",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-12-23T21:12:50Z",,11697944,"kguenther24",2,,
"40.7125249","-74.0046362",,"bench",,"yes",,,,,130732286,,,,,,,,"node/9364519696",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2022-12-31T19:48:05Z",,11697944,"kguenther24",2,,
"40.7121295","-74.0074334",,"bench",,"yes",,,,,147303555,,,,,,,,"node/9368527017",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-02-10T18:27:18Z",,314930,"John Gilmore",2,,
"40.7119979","-74.0073403",,"bench",,"yes",,,,,147303555,,,,,,,,"node/9368527018",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-02-10T18:27:17Z",,314930,"John Gilmore",2,,
"40.7122555","-74.0068884",,"bench",,"yes",,,,,147303555,,,,,,,,"node/9368527019",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-02-10T18:27:18Z",,314930,"John Gilmore",2,,
"40.7123143","-74.0069294",,"bench",,"yes",,,,,147303555,,,,,,,,"node/9368527020",,,,,,,,,,,,,,,,,,,,,,,,,,"2024-02-10T18:27:18Z",,314930,"John Gilmore",2,,
"40.7129358","-74.004618",,"bench",,,,,,,140995284,,,,,,,,"node/9369042329",,,,,,,,,,,,,,,,,,,,,,,,,,"2023-09-08T16:49:34Z",,17720670,"Galatic_Flowerhorn",2,,
"40.7130608","-74.0047386",,"bench",,,,,,,115407473,,,,,,,,"node/9369042330",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-12-27T04:33:35Z",,11697944,"kguenther24",1,,
"40.7130151","-74.0044335",,"bench",,"yes",,,,,135446409,,,,,,,,"node/9369042331",,,,,,,,,,,,,,,,,,,,,,,,,,"2023-04-27T23:37:15Z",,2456367,"hdevine825",2,,
"40.713016","-74.0046614",,"bench",,,,,,,115407473,,,,,,,,"node/9369042332",,,,,,,,,,,,,,,,,,,,,,,,,,"2021-12-27T04:33:35Z",,11697944,"kguenther24",1,,
"40.7133294","-74.0060562",,"bench",,"yes",,,,,144032572,,,,,,,,"node/9373577338",,,,,"wood",,,,,,,,,,,,,,,,,,,,,"2023-11-15T01:54:39Z",,11697944,"kguenther24",2,,
"40.7134689","-74.0063747",,"bench",,"yes",,,,,126984339,,,,,,,,"node/9373577362",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-10-04T09:41:16Z",,17315341,"Hailolder",2,,
"40.7125179","-74.0023779",,"bench",,,,,,,115732736,,,,,,,,"node/9390090823",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7124773","-74.0022936",,"bench",,,,,,,115732736,,,,,,,,"node/9390090824",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7125566","-74.0024686",,"bench",,,,,,,115732736,,,,,,,,"node/9390090825",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7126014","-74.0025634",,"bench",,,,,,,115732736,,,,,,,,"node/9390090826",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.712642","-74.0026571",,"bench",,,,,,,115732736,,,,,,,,"node/9390090827",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7126842","-74.0027523",,"bench",,,,,,,115732736,,,,,,,,"node/9390090828",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7127478","-74.0028124",,"bench",,,,,,,115732736,,,,,,,,"node/9390090829",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7125084","-74.0028937",,"bench",,,,,,,115732736,,,,,,,,"node/9390090864",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7124652","-74.0027962",,"bench",,,,,,,115732736,,,,,,,,"node/9390090865",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7124209","-74.0027046",,"bench",,,,,,,115732736,,,,,,,,"node/9390090866",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7123781","-74.0026134",,"bench",,,,,,,115732736,,,,,,,,"node/9390090867",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7125512","-74.0029861",,"bench",,,,,,,115732736,,,,,,,,"node/9390090868",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7125902","-74.0030722",,"bench",,,,,,,115732736,,,,,,,,"node/9390090869",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7126343","-74.0031642",,"bench",,,,,,,115732736,,,,,,,,"node/9390090870",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7125904","-74.0043918",,"bench",,,,,,,115732736,,,,,,,,"node/9390091096",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7124505","-74.0041316",,"bench",,,,,,,115732736,,,,,,,,"node/9390091097",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7123969","-74.0041919",,"bench",,,,,,,115732736,,,,,,,,"node/9390091098",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7122461","-74.0043385",,"bench",,,,,,,115732736,,,,,,,,"node/9390091099",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-01-04T00:15:42Z",,11697944,"kguenther24",1,,
"40.7145379","-73.9910851",,"bench",,,,,,,119476874,,,,,,,,"node/9652096673",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-04-08T16:06:50Z",,15374730,"UserNg1",1,,
"40.7145415","-73.991048",,"bench",,,,,,,119476874,,,,,,,,"node/9652096674",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-04-08T16:06:50Z",,15374730,"UserNg1",1,,
"40.7110542","-73.9933463",,"bench",,,,,,,146266330,,,,,,,,"node/9652104218",,,,,,,,,,,,,,,,,,,,,,,,"2022-04-08",,"2024-01-15T04:33:42Z",,11697944,"kguenther24",2,,
"40.7159288","-73.9945142",,"bench",,"yes",,,,,119477017,,,,,,,,"node/9652107497",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-04-08T16:11:51Z",,15374724,"7054710",1,,
"40.7164896","-73.9940068",,"bench",,,,,,,119477469,,,,,,,,"node/9652107499",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-04-08T16:24:16Z",,15374724,"7054710",2,,
"40.7159927","-73.9942836",,"bench",,"yes",,,,,119477017,,,,,,,,"node/9652107500",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-04-08T16:11:51Z",,15374724,"7054710",1,,
"40.7160226","-73.9942539",,"bench",,"yes",,,,,119477017,,,,,,,,"node/9652107501",,,,,,,,,,,,,,,,,,,,,,,,,,"2022-04-08T16:11:51Z",,15374724,"7054710",1,,
"40.7143649","-73.9894148",,"bench",,,,,,,120475089,,"green",,,,,,"node/9652117716",,,,,"wood",,,,,,,,,,,,,"2",,,,,,,,"2022-05-02T19:13:14Z",,12967552,"Sylv1_Durif",2,,
